original_term;original_term_clean;clean_name;country_origin;holding;studio_location
Anchor;anchor;Anchor;JPN;;JPN
Anchor Bay Entertainment;anchor_bay_entertainment;Anchor Bay Entertainment;USA;Lionsgate Entertainment;CAN
Anchor Entertainment;anchor;Anchor;JPN;;JPN
Anchor,Â Inc.;anchor;Anchor;JPN;;JPN
Anchorcast;anchorcast;Anchorcast;JPN;;JPN
Ancient;ancient;Ancient;JPN;;JPN
Ancient Studio;ancient;Ancient;JPN;;JPN
Anco;anco;Anco;GBR;;GBR
Anco Games;anco;Anco;GBR;;GBR
Anco Software;anco;Anco;GBR;;GBR
ANCxna;ancxna;ANCxna;JPN;;JPN
Andamiro U.S.A. Corp.;andamiro;Andamiro;KOR;;KOR
Andrade Games;andrade_games;Andrade Games;DEU;;DEU
Andrew Russell;andrew_russell;Andrew Russell;AUS;;AUS
Andrew Shouldice;andrew_shouldice;Andrew Shouldice;CAN;;CAN
Andrew Sidwell;andrew_sidwell;Andrew Sidwell;GBR;;GBR
Andrey Malyarov;andrey_malyarov;Andrey Malyarov;RUS;;RUS
Andy Wallace;andy_wallace;Andy Wallace;USA;;USA
Ange;ange;Ange;JPN;;JPN
Angel;angel;Angel;JPN;;JPN
Angel of Osmond;angel_of_osmond;Angel of Osmond;JPN;;JPN
Angel Smile;angel_smile;Angel Smile;JPN;;JPN
Angel Studios;angel_studios;Rockstar San Diego;USA;Take Two Interactive;USA
Angel Z;angel_z;Angel Z;JPN;;JPN
AngelMarcos;angelmarcos;AngelMarcos;ESP;;ESP
Angelo Pelini;angelo_pelini;Angelo Pelini;ITA;;ITA
Angelsoft, Inc.;angelsoft;Angelsoft;USA;;USA
Angie;angie;Angie;JPN;;JPN
Angry Aardvark;angry_aardvark;Angry Aardvark;GBR;;GBR
Angry Mob Games;angry_mob_games;Angry Mob Games;ROU;;ROU
ANH Games;anh_games;ANH Games;USA;;USA
AniHQ;anihq;AniHQ;USA;;USA
Anikids;anikids;Anikids;JPN;;JPN
Anim;anim;Anim;JPN;;JPN
Anima Games Studio;anima_games_studio;Anima Games Studio;ESP;;ESP
Animation Arts;animation_arts;Animation Arts;DEU;;DEU
Animation Magic;animation_magic;Animation Magic;RUS;;RUS
Animedia;animedia;Animedia;JPN;;JPN
Animoca;animoca;Animoca Brands;HKG;;HKG
Animu Game;animu_game;Animu Game;TWN;;TWN
Anino Entertainment;anino_entertainment;Anino Games;PHL;;PHL
Anisoptera Games;anisoptera_games;Anisoptera Games;USA;;USA
Ankama Games;ankama;Ankama;FRA;;FRA
Ankama Studio;ankama;Ankama;FRA;;FRA
Ankh;ankh;Ankh;JPN;;JPN
Annapurna Interactive;annapurna_interactive;Annapurna Interactive;USA;Annapurna Interactive;USA
Another;another;Another;JPN;;JPN
Another Indie;another_indie;Another Indie;CHN;;CHN
Another Ltd.;another;Another;GBR;;GBR
Another Room;another_room;Another Room;USA;;USA
Anozor SARL;anozor;Anozor;FRA;;FRA
ANPA.US;rich_sparkle;Rich Sparkle;HKG;;HKG
Anshar Studios;anshar_studios;Anshar Studios;POL;;POL
Ansimuz;ansimuz;Luis Zuno;MEX;;MEX
Answer Software;answer_software;Answer Software;USA;;USA
Ant Workshop;ant_workshop;Ant Workshop;GBR;;GBR
Ant Workshop Ltd;ant_workshop;Ant Workshop;GBR;;GBR
Antab;antab_studio;Antab Studio;ITA;;ITA
Antab Studio;antab_studio;Antab Studio;ITA;;ITA
Anteater Games;anteater_games;Anteater Games;DEU;;DEU
Anthony Tan;onepixeldog;OnePixelDog;AUS;;AUS
Anthony Weber;anthony_weber;Anthony Weber;FRA;;FRA
Anti;anti_gravity;Anti Gravity Games;HKG;;HKG
Anti-Ded GameDev;anti_ded;Anti Ded;RUS;;RUS
Antinos Records;antinos_records;Antinos Records;JPN;Sony Interactive Entertainment;JPN
Anuman;anuman_interactive;Microids;FRA;Media Participations;FRA
Anuman Interactive;anuman_interactive;Microids;FRA;Media Participations;FRA
Any Channel;any_channel;Any Channel;USA;;USA
AO2Game;ao2game;AO2Game;CHN;;CHN
AOL;aol;AOL;USA;Apollo Global Management;USA
AOne Games;aone_games;AOne Games;CHL;;CHL
Ape Inc.;ape_inc;Ape Studios;JPN;Nintendo;JPN
Ape Studios / HAL Laboratory;ape_hal_brownie_brown;Ape Studios;JPN;Nintendo;JPN
Ape Studios / HAL Laboratory / Brownie Brown;ape_hal_brownie_brown;Ape Studios;JPN;Nintendo;JPN
Apex Designs;apex_designs;Apex Designs;GBR;;GBR
ApeZone;apezone;ApeZone;USA;;USA
APh Technological Consulting;aph_tech;APh Tech;USA;;USA
Apogee;apogee;Apogee Entertainment;USA;;USA
Apogee Software, Ltd.;apogee;Apogee Entertainment;USA;;USA
Apollo;apollo;Apollo Global;USA;Apollo Global Management;USA
Apollon Create;apollon_create;Apollon Create;JPN;;JPN
Appaloosa Interactive;appaloosa;Appaloosa;USA;;USA
Apparition Games;apparition_games;Apparition Games;USA;;USA
Appeal;appeal_studios;Appeal Studios;SWE;Embracer Group;BEL
Appeal Studios;appeal_studios;Appeal Studios;SWE;Embracer Group;BEL
Appendix Games;appendix_games;Appendix Games;USA;;USA
Appetite;appetite;Appetite;JPN;;JPN
Applava;applava;Applava;ESP;;ESP
Apple Pie;apple_pie;Apple Pie;JPN;;JPN
appleC.C.;applecc;AppleCC;JPN;;JPN
Apprope;apprope;Apprope;SWE;;SWE
Apptivus;apptivus;Apptivus;USA;;USA
AppXplore Sdn Bhd;appxplore;iCandy Interactive;AUS;;AUS
AppyNation Ltd.;appynation;AppyNation;GBR;;GBR
Apricot;apricot;Apricot;JPN;;JPN
Aprinet;aprinet;Aprinet;JPN;;JPN
aPriori Digital;apriori_digital;aPriori Digital;GBR;;GBR
Apus Software and Three Donkeys LLC;apus_three_donkeys;Three Donkeys;USA;;USA
AQ Interactive;aq_interactive;AQ Interactive;JPN;Marvelous Inc;JPN
Aqua House;aqua_house;Aqua House;JPN;;JPN
Aqua Pacific;aqua_pacific;Aqua Pacific;GBR;;GBR
Aqua Plus;aquaplus;Aquaplus;JPN;Aqua Plus;JPN
Aqua Rogue;aqua_rogue;Aqua Rogue;JPN;;JPN
Aqua Rouge;aqua_rogue;Aqua Rogue;JPN;;JPN
AQUA STYLE;aqua_style;AQUA STYLE;JPN;;JPN
Aqua Systems;aqua_systems;Aqua Systems;JPN;;JPN
Aqualuft Games;aqualuft_games;Aqualuft Games;BRA;;BRA
Aquamarine;aquamarine;Aquamarine;JPN;;JPN
Aquaplus;aquaplus;Aquaplus;JPN;Aqua Plus;JPN
Aques;aques;Aques;JPN;;JPN
AQUIRIS;aquiris;Aquiris Game Studio;USA;Epic Games;BRA
Aquiris Game Studio;aquiris;Aquiris Game Studio;USA;Epic Games;BRA
Aquria;aquria;Aquria;JPN;;JPN
Arachnid Games;arachnid_games;Arachnid Games;USA;;USA
Arbitrary Metric;arbitrary_metric;Arbitrary Metric;USA;;USA
ARC Co. Ltd;arc;ARC;JPN;;JPN
Arc Developments;arc_developments;Arc Developments;GBR;;GBR
ARC Entertainment;arc_entertainment;ARC Entertainment;USA;;USA
Arc System Works;arc_system_works;Arc System Works;JPN;;JPN
Arcade Concept;arcade_concept;Arcade Concept;FRA;;FRA
Arcade Distillery;arcade_distillery;Arcade Distillery;USA;;USA
Arcade Lab;arcade_lab;Arcade Lab;AUS;;AUS
Arcade Moon;arcade_moon;Arcade Moon;GBR;;GBR
Arcade Plus;arcade_plus;Arcade Plus;USA;;USA
Arcade Zone LTD;arcade_zone;Arcade Zone;GBR;;GBR
Arcadia;arcadia;Arcadia;USA;;USA
Arcadia Corporation;arcadia;Arcadia;USA;;USA
Arcadia Systems;arcadia_systems;Mastertronic;GBR;;GBR
Arcane Labs;arcane_labs;Arcane Labs;CAN;;CAN
Arcane Raise;arcane_raise;Arcane Raise;USA;;USA
ArcaneRaise;arcane_raise;Arcane Raise;USA;;USA
Arcanity;arcanity;Arcanity;USA;;USA
arcarocket;arcarocket;arcarocket;BRA;;BRA
Arcen Games;arcen_games;Arcen Games;USA;;USA
Arcen Games, LLC;arcen_games;Arcen Games;USA;;USA
Archangel Studios;archangel_studios;Archangel Studios;USA;;USA
Archifishal Software;archifishal;Archifishal;USA;;USA
Archpray Inc.;archpray;Archpray;CHN;;CHN
Arcus;arcus;Arcus;JPN;;JPN
Ardi Studio;ardi_studio;Ardi Studio;RUS;;RUS
AREA 34, Inc.;area_34;AREA 34;JPN;;JPN
Area 35;area_35;Area 35;JPN;;JPN
Area Zero;area_zero;Area Zero;JPN;;JPN
Arena Entertainment;arena_entertainment;Arena Entertainment;JPN;Sega Sammy Holdings;GBR
ArenaNet;arenanet;ArenaNet;KOR;NCSoft;USA
Argent;argent;Argent;JPN;;JPN
argent;argent;Argent;JPN;;JPN
Argi Baltzi;argi_baltzi;Argi Baltzi;ESP;;ESP
Argonaut Games;argonaut_games;Argonaut Games;GBR;Argonaut Games;GBR
Argonaut Games / Asylum Entertainment;argonaut_games;Argonaut Games;GBR;Argonaut Games;GBR
Argonaut Software;argonaut_games;Argonaut Games;GBR;Argonaut Games;GBR
Argonwood;argonwood;Argonwood;DEU;;DEU
Aria;aria;Aria;JPN;;JPN
ARIA;aria;Aria;JPN;;JPN
Ariadne;ariadne;Ariadne;JPN;;JPN
Aries Online;aries_online;Aries Online;JPN;;JPN
Arika;arika;Arika;JPN;;JPN
ARIKA CO LTD;arika;Arika;JPN;;JPN
Arioka;arioka;Arioka;JPN;;JPN
Arise / KranX Productions;arise_kranx;KranX;RUS;;RUS
Aristocrat;aristocrat;Aristocrat;AUS;Aristocrat Leisure;AUS
Arkane Studios;arkane_studios;Arkane Studios;USA;Microsoft Corporation;FRA
Arkane Studios / Floodgate Entertainment / Kuju Entertainment;arkane_floodgate_kuju;Arkane Studios;USA;Microsoft Corporation;FRA
Arkedo;arkedo;Arkedo;FRA;;FRA
Arkedo Studio;arkedo;Arkedo;FRA;;FRA
Armature Studio;armature_studio;Armature Studio;USA;Meta Platforms;USA
Armenica, Inc.;armenica;Armenica;JPN;;JPN
Armor Games;armor_games;Armor Games;USA;;USA
Armor Project / Think Garage;armor_project;Armor Project;JPN;;JPN
Armor Project/Bird Studio;armor_project;Armor Project;JPN;;JPN
ArnoldB;arnoldb;ArnoldB;USA;;USA
Arnowitz Studios;arnowitz_studios;Arnowitz Studios;USA;;USA
Aroma;aroma;Aroma;JPN;;JPN
Arrayansoft;arrayansoft;Arrayansoft;ARG;;ARG
arrogancy;arrogancy;Arrogancy;BRA;;BRA
Arrowhead Game Studios;arrowhead;Arrowhead;SWE;;SWE
Ars System Works;arc_system_works;Arc System Works;JPN;;JPN
Arsys Software Inc.;arsys_software;Arsys Software;JPN;;JPN
Art;art_co;Art Co;JPN;;JPN
ART Co.;art_co;Art Co;JPN;;JPN
Art Co. Ltd.;art_co;Art Co;JPN;;JPN
Art Corporation;art_co;Art Co;JPN;;JPN
Art Data Interactive;art_data;Art Data;USA;;USA
Art in Heart;art_in_heart;Art in Heart;SWE;;SWE
Art of War;art_of_war;Art of War;USA;;USA
Artax Games SL;artax_games;Artax Games;ESP;;ESP
ArtDink;artdink;Artdink;JPN;;JPN
Artech;artech;Artech;CAN;;CAN
Artech Digital Entertainment;artech;Artech;CAN;;CAN
Artech Digital Entertainments, Inc.;artech;Artech;CAN;;CAN
Artech Studios;artech;Artech;CAN;;CAN
Artefacts Studio;artefacts_studio;Artefacts Studio;FRA;;FRA
Artefacts Studios;artefacts_studio;Artefacts Studio;FRA;;FRA
Artem Karakozov;artem_karakozov;Artem Karakozov;RUS;;RUS
Artematica;artematica;Artematica;ITA;;ITA
Artematica Entertainment;artematica;Artematica;ITA;;ITA
ArtePiazza;artepiazza;ArtePiazza;JPN;;JPN
Artex Software;artex_software;Artex Software;AUT;;AUT
Arthur Prescient;arthur_prescient;Arthur Prescient;USA;;USA
Artifact Entertainment;artifact;Artifact;USA;;USA
Artifex Mundi;artifex_mundi;Artifex Mundi;POL;;POL
Artifex Mundi sp. z o.o.;artifex_mundi;Artifex Mundi;POL;;POL
Artificial Mind & Movement;a2m;Behaviour Interactive;CAN;;CAN
Artificial Mind and Movement;a2m;Behaviour Interactive;CAN;;CAN
Artificial Studios;artificial_studios;Artificial Studios;USA;;USA
ArtificialÂ MindÂ &Â Movement;a2m;Behaviour Interactive;CAN;;CAN
Artisan Studios;artisan_studios;Artisan Studios;CAN;;CAN
Artix Entertainment, LLC;artix;Artix;USA;;USA
Artogon Games;artogon_games;Artogon Games;RUS;;RUS
Artoon;artoon;Artoon;JPN;Marvelous Inc;JPN
Artplant;artplant;Artplant;NOR;;NOR
ArtPlay;artplay;ArtPlay;JPN;;JPN
Arts Software;arts_software;Arts Software;JPN;;JPN
ArtVostok;artvostok;ArtVostok;RUS;;RUS
ArtwareGames;artwaregames;ArtwareGames;USA;;USA
ArtwareGames Inc.;artwaregames;ArtwareGames;USA;;USA
Artworld;artworld;Artworld;JPN;;JPN
Artworx Software Co, Inc.;artworx;Artworx;USA;;USA
Artworx Software Company;artworx;Artworx;USA;;USA
Aruman Interactive;aruman_interactive;Microids;FRA;Media Participations;FRA
ARUSH Entertainment;arush;Arush;USA;;USA
Arush Entertainment;arush;Arush;USA;;USA
Aruze Corp;aruze;Universal Entertainment;JPN;;JPN
Arxel Tribe;arxel_tribe;Arxel Tribe;SVN ;;SVN 
Arzest;arzest;Arzest;JPN;;JPN
ASa Project;asa_project;ASa Project;JPN;;JPN
Asamzak;asamzak;Asamzak;KOR;;KOR
ASC Games;asc_games;ASC Games;USA;;USA
Ascaron;ascaron;Ascaron;DEU;;DEU
Ascaron Entertainment;ascaron;Ascaron;DEU;;DEU
Ascaron Entertainment GmbH;ascaron;Ascaron;DEU;;DEU
Ascendant Studios;ascendant_studios;Ascendant Studios;USA;;USA
Ascension Dream;ascension_dream;Ascension Dream;JPN;;JPN
ASCII Entertainment;ascii;ASCII;JPN;Kadokawa Corporation;JPN
ASCII Entertainment / Tirnanog;ascii;ASCII;JPN;Kadokawa Corporation;JPN
ASCII Media Works;ascii;ASCII;JPN;Kadokawa Corporation;JPN
Asciiware;ascii;ASCII;JPN;Kadokawa Corporation;JPN
Ascon;ascon;Kalypso Media;DEU;;DEU
Ascon GmbH;ascon;Kalypso Media;DEU;;DEU
Ascon Software;ascon;Kalypso Media;DEU;;DEU
Asgard;asgard;Asgard;JPN;Asgard;JPN
Ashborne Games;ashborne_games;Ashborne Games;SWE;Embracer Group;CZE
Ashby Computers and Graphics Ltd.;ashby_computers_and_graphics;Rare;USA;Microsoft Corporation;GBR
ASK;ask;ASK;JPN;;JPN
Ask An Enemy Studios;ask;ASK;JPN;;JPN
ASK Co. Ltd., Ornith;ask;ASK;JPN;;JPN
ASK Co., Ltd.;ask;ASK;JPN;;JPN
ASK Corporation;ask;ASK;JPN;;JPN
Askiisoft;askiisoft;Askiisoft;USA;;USA
Asmic Ace Entertainment, Inc;asmic_ace_entertainment;Asmik Ace;JPN;JCOM;JPN
Asmik;asmik_corp;Asmik Corp;JPN;JCOM;JPN
Asmik Ace Entertainment;asmik_ace_entertainment;Asmik Ace;JPN;JCOM;JPN
Asmik Ace Entertainment Inc.;asmik_ace_entertainment;Asmik Ace;JPN;JCOM;JPN
Asmik Ace Entertainment, Inc;asmik_ace_entertainment;Asmik Ace;JPN;JCOM;JPN
Asmik Ace Entertainment, Inc.;asmik_ace_entertainment;Asmik Ace;JPN;JCOM;JPN
Asmik Corp;asmik_corp;Asmik Corp;JPN;JCOM;JPN
Asmik Corporation of America;asmik_corporation_of_america;Asmik Corp;JPN;JCOM;USA
Asmodee Digital;asmodee_digital;Asmodee Digital;SWE;Embracer Group;FRA
ASNetworks;asnetworks;ASNetworks;JPN;;JPN
ASOBI Team;asobi_team;Team Asobi;JPN;Sony Interactive Entertainment;JPN
Asobo Studio;asobo_studio;Asobo Studio;FRA;;FRA
Aspect;aspect;Aspect;JPN;;JPN
Aspect Co. Ltd.;aspect;Aspect;JPN;;JPN
Aspyr;aspyr;Aspyr Media;SWE;Embracer Group;USA
Aspyr Media;aspyr;Aspyr Media;SWE;Embracer Group;USA
Aspyr Media, Inc.;aspyr;Aspyr Media;SWE;Embracer Group;USA
A'sRing;as_ring;As Ring;JPN;;JPN
Assemble Entertainment;assemble;Assemble Entertainment;DEU;;DEU
Assembly Line, The, Bitmap Brothers, The;assembly_line_bitmap_brothers;Bitmap Brothers;GBR;Rebellion Developments;GBR
Assoria;assoria;Assoria;FRA;;FRA
Astar International Company;astar;Astar;TWN;;TWN
Astec 21;astec_21;Astec 21;JPN;;JPN
Asteristic Game Studio;asteristic;Asteristic;BRA;;BRA
Asterizm Co., Ltd;asterizm;Asterizm;JPN;;JPN
Asteroid Base;asteroid_base;Asteroid Base;CAN;;CAN
Astragon;astragon;Astragon Entertainment;GBR;Team17;DEU
astragon Software GmbH;astragon;Astragon Entertainment;GBR;Team17;DEU
Astral Entertainment;astral;Astral;USA;;USA
Astro Port;astro_port;Astro Port;JPN;;JPN
AstroArts;astroarts;AstroArts;JPN;;JPN
Astroll;astroll;Astroll;JPN;;JPN
Astronomic Games;astronomic;Astronomic;GBR;;GBR
Astrum Nival;astrum_nival;Astrum Nival;RUS;VK;RUS
ASuperSonic;asupersonic;ASuperSonic;USA;;USA
Asylum Entertaiment;asylum;Asylum;GBR;;GBR
Asylum Entertainment;asylum;Asylum;GBR;;GBR
Asymmetric;asymmetric;Asymmetric Publications;USA;;USA
Asymmetric Publications;asymmetric;Asymmetric Publications;USA;;USA
Atari;atari;Atari;FRA;Atari SA;FRA
Atari Europe S.A.S.U.;atari_europe;Atari;FRA;Atari SA;FRA
Atari Games;atari_games;Atari Games;USA;Warner Bros Discovery;USA
Atari Games (Midway);atari_games_midway;Atari Games;USA;Warner Bros Discovery;USA
Atari Games(Midway);atari_games_midway;Atari Games;USA;Warner Bros Discovery;USA
Atari, Inc.;atari;Atari;FRA;Atari SA;USA
Atarisoft;atarisoft;Atarisoft;FRA;Atari SA;USA
Ateam;ateam;Ateam;JPN;;JPN
Ateam Inc.;ateam;Ateam;JPN;;JPN
Atelier Double;atelier_double;Atelier Double;JPN;;JPN
Atelier Kaguya;atelier_kaguya;Atelier Kaguya;JPN;;JPN
atelier mimina;atelier_mimina;Atelier Mimina;JPN;;JPN
Atelier Sakura;atelier_sakura;Atelier Sakura;JPN;;JPN
Atelier-Sai;atelier_sai;Atelier Sai;JPN;;JPN
Aterdux Entertainment;aterdux;Aterdux;BLR;;BLR
Athena;athena;Athena;JPN;;JPN
Athena Works;athena_works;Athena Works;JPN;;JPN
Athletic Design AB;athletic_design;Athletic Design;SWE;;SWE
ATI Technologies;ati;ATI Technologies;USA;;USA
Atlantis Interactive Entertainment;atlantis;Atlantis;FRA;;FRA
Atlus;atlus;Atlus;JPN;Sega Sammy Holdings;JPN
Atlus Co.;atlus;Atlus;JPN;Sega Sammy Holdings;JPN
Atlus Co. / Lancarse;atlus_lancarse;Atlus;JPN;Sega Sammy Holdings;JPN
Atlus Online;atlus_online;Atlus;JPN;Sega Sammy Holdings;USA
Atmark;atmark;Atmark;JPN;;JPN
Atod;atod;Atod;SWE;;SWE
Atod AB;atod;Atod;SWE;;SWE
Atomic Elbow;atomic_elbow;Atomic Elbow;GBR;;GBR
Atomic Fabrik;atomic_fabrik;Atomic Fabrik;USA;;USA
Atomic Games;atomic_games;Atomic Games;USA;;USA
Atomic Motion;atomic_motion;Atomic Motion;POL;;POL
Atomic Planet Entertainment;atomic_planet;Atomic Planet;GBR;;GBR
Atomicom;atomicom;Atomicom;GBR;;GBR
Atooi;atooi;Atooi;USA;;USA
Atreid Concept SA;kalisto;Kalisto;FRA;;FRA
Attention To Detail;atd;Attention To Detail;GBR;;GBR
Attic Entertainment Software GmbH;attic;Attic;DEU;;DEU
Attractive Games;attractive;Attractive;GBR;;GBR
Attu Games;attu_games;Attu Games;CZE;;CZE
Atum Software;atum_software;Atum Software;GBR;;GBR
Atypical Alchemists Associate;atypical_alchemists;Atypical Alchemists;JPN;;JPN
Atypical Games;atypical_games;Atypical Games;ROU;;ROU
Audio Visual Magic;avm;Audio Visual Magic;GBR;;GBR
Audiogenic;audiogenic;Audiogenic;GBR;;GBR
Audiogenic Ltd.;audiogenic;Audiogenic;GBR;;GBR
Audiogenic Software Ltd.;audiogenic;Audiogenic;GBR;;GBR
August;august;August;JPN;;JPN
Auran;auran;N3V Games;AUS;;AUS
Auran Games;auran;N3V Games;AUS;;AUS
Aurelien Regard Games;aurelien_regard;Aurelien Regard;FRA;;FRA
Auren Snyder;auren_snyder;Auren Snyder;USA;;USA
Auroch Digital;auroch_digital;Auroch Digital;CHN;Tencent;GBR
Aurogon Shanghai;aurogon;Wangyuan Shengtang;CHN;;CHN
Aurora Blade Inc.;aurora_blade;Aurora Blade;USA;;USA
Aurora44;a44_games;A44 Games;NZL;;NZL
Authentic Entertainment;authentic;Authentic;USA;;USA
Authering Heaven;authoring_heaven;Authoring Heaven;JPN;;JPN
Automated Simulations;epyx;Epyx;USA;;USA
Autonomous Productions;autonomous;Autonomous;GBR;;GBR
Autumn Moon;autumn_moon;Autumn Moon;USA;;USA
Autumn Moon Entertainment;autumn_moon;Autumn Moon;USA;;USA
AV Artisan;av_artisan;AV Artisan;USA;;USA
Avalanche Productions;avalanche_productions;Avalanche Studios Group;DNK;Nordisk Film;SWE
Avalanche Software;avalanche_software;Avalanche Software;USA;Warner Bros Discovery;USA
Avalanche Software / Ritual Entertainment;avalanche_ritual_ent;Avalanche Software;USA;Warner Bros Discovery;USA
Avalanche Studios;avalanche_studios;Avalanche Studios Group;DNK;Nordisk Film;SWE
Avallon Alliance;avallon_alliance;Avallon Alliance;RUS;;RUS
Avalon Hill;avalon_hill;Avalon Hill;USA;Hasbro Interactive;USA
Avalon Interactive;avalon_interactive;Avalon Interactive;FRA;Atari SA;GBR
Avalon Style;avalon_style;Avalon Style;RUS;1C Company;RUS
Avanquest;avanquest_software;Avanquest;FRA;Claranova;FRA
Avanquest Software;avanquest_software;Avanquest;FRA;Claranova;FRA
Avantec;avantec;Avantec;JPN;;JPN
Avant-Garde Creations;avant_garde;Avant Garde;USA;;USA
Avantgarden SRL;avantgarden;Avantgarden;ITA;Digital Bros;ITA
Avaria;avaria;Avaria;USA;;USA
Aventurine SA;aventurine;Aventurine;GRC;;GRC
Avex;avex;Avex;JPN;;JPN
Avit;avit;Avit;JPN;;JPN
Awaceb;awaceb;Awaceb;FRA;;FRA
A-Wave;a_wave;A Wave;JPN;;JPN
AWE Games;awe_games;AWE Productions;USA;;USA
Awe Interactive;awe_interactive;Awe Interactive;GBR;;GBR
AWE Productions, Inc.;awe_productions;AWE Productions;USA;;USA
AWEM Studio;awem;Awem;CYP;;CYP
Awesome Developments;awesome_developments;Awesome Developments;IND;UTV Software Communications;GBR
Awesome Developments, Ltd.;awesome_developments;Awesome Developments;IND;UTV Software Communications;GBR
Awesome Entertainment;awesome_entertainment;Awesome Entertainment;USA;;USA
Awesome Games Studio;awesome_games_studio;Awesome Games Studio;POL;;POL
Awesome House;awesome_house;Awesome House;GBR;;GBR
Awesome Play Ltd.;awesome_play;Awesome Play;GBR;;GBR
Awesome Productions;awesome_productions;Awesome Productions;GBR;;GBR
Awesome Shark Volcano;awesome_shark_volcano;Awesome Shark Volcano;USA;;USA
Awesome Studios;awesome_studios;Awesome Developments;IND;UTV Software Communications;GBR
AwesomeBlade;awesomeblade;AwesomeBlade;GBR;;GBR
AwesomeGamesStudio;awesome_games_studio;Awesome Games Studio;POL;;POL
AxB;axb;AxB;JPN;;JPN
Axela;axela;Axela;JPN;;JPN
Axes Art Amuse;axes_art_amuse;Axes Art Amuse;JPN;;JPN
Axis Entertainment;axis;Axis;IND;;IND
Axl;axl;Axl;JPN;;JPN
Axlon;axlon;Axlon;USA;;USA
Axyos Games;axyos_games;Axyos Games;RUS;;RUS
AxySoft;axysoft;AxySoft;RUS;;RUS
Ayeware AB;ayeware;Ayeware;SWE;;SWE
Ayopa Games LLC;ayopa_games;Ayopa Games;USA;;USA
Ayyo Games;ayyo_games;Ayyo Games;USA;;USA
Azerbo;azerbo;Azerbo;FRA;;FRA
Azeroth;azeroth;Azeroth;JPN;;JPN
azimut team;azimut_team;Azimut Team;RUS;;RUS
Aztec;aztec;Aztec;USA;;USA
Aztecgames;aztecgames;Aztecgames;GBR;;GBR
Azubi;azubi;Azubi;JPN;;JPN
Azure Flame Studio;azure_flame;Azure Flame;CHN;;CHN
B Team - Episode 1: Dust & Steel;b_team;B Team;CZE;;CZE
B.Alive;b_alive;B Alive;DEU;;DEU
B.B. Studio;bb_studio;BB Studio;JPN;Bandai Namco;JPN
B.I.;bi_studios;BI Studios;JPN;;JPN
Baba Yaga Games;baba_yaga_games;Baba Yaga Games;RUS;;RUS
Babylon Software;babylon_software;Babylon Software;ARG;;ARG
Back To Basics Gaming;back_to_basics;Back To Basics;GBR;;GBR
Backbone Charlottetown;backbone;Backbone;USA;Backbone;CAN
Backbone Emeryville;backbone;Backbone;USA;Backbone;USA
Backbone Entertainment;backbone;Backbone;USA;Backbone;USA
Backbone Entertainment / Harmonix Music Systems;backbone_harmonix;Backbone;USA;Backbone;USA
Backflip Studios;backflip_studios;Backflip Studios;USA;;USA
Backroom Software;backroom_software;Backroom Software;USA;;USA
Bad Viking;bad_viking;Bad Viking;GBR;;GBR
Badland Games;badland_games;Badland Games;ESP;;ESP
Badland Studio;badland_studio;Badland Studio;ESP;;ESP
BadRadish;badradish;BadRadish;USA;;USA
Balcony Team;balcony_team;Balcony Team;BRA;;BRA
B-Alive;b_alive;B Alive;DEU;;DEU
Baller Industries;baller_industries;Baller Industries;USA;;USA
Ballistic;ballistic;Ballistic;USA;;USA
Balloon Studios;balloon_studios;Balloon Studios;GBR;;GBR
Ballpit Monster;ballpit_monster;Ballpit Monster;DEU;;DEU
Bally Midway;bally_midway;Bally Midway;USA;Warner Bros Discovery;USA
Bally/Midway;bally_midway;Bally Midway;USA;Warner Bros Discovery;USA
Baltico X;baltico_x;Baltico X;ITA;;ITA
Baltoro Games;baltoro_games;Baltoro Games;POL;;POL
Bam Entertainment;bam_entertainment;BAM Entertainment;USA;;USA
BAM! Entertainment;bam_entertainment;BAM Entertainment;USA;;USA
Bamtang;bamtang_games;Bamtang Games;PER;;PER
Banana Bird Studios;banana_bird;Banana Bird;USA;;USA
Banana Development;banana_development;Banana Development;USA;;USA
